GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(MCTS-Advanced),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-MCTS-Advanced),Actions(Size-RuleBased),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
-1170105035,Azul,1,ACTION_CHOSEN,10,10,2,165,99,,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLUE tiles from center to floor line,games.azul.actions.TakeTilesAction@327bfac9,,2,2,games.azul.actions.TakeTilesAction@327bfac9,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
-1170105035,Azul,1,ACTION_CHOSEN,11,11,2,165,99,games.azul.actions.TakeTilesAction@2fcfd7e4,games.azul.actions.TakeTilesAction@2fcfd7e4,,Player 1 takes RED tiles from center to pattern line 3,,3,,3,games.azul.actions.TakeTilesAction@2fcfd7e4,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,12,11,2,165,107,games.azul.actions.TakeTilesAction@2fcfdf09,games.azul.actions.TakeTilesAction@2fcfdf09,,Player 1 takes RED tiles from factory 1 to pattern line 0,,51,,51,games.azul.actions.TakeTilesAction@2fcfdf09,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,13,12,2,165,106,,,games.azul.actions.TakeTilesAction@256fa251,Player 0 takes YELLOW tiles from center to pattern line 0,games.azul.actions.TakeTilesAction@256fa251,,52,52,games.azul.actions.TakeTilesAction@256fa251,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,14,13,2,165,104,games.azul.actions.TakeTilesAction@66131f40,games.azul.actions.TakeTilesAction@66131f40,,Player 1 takes BLACK tiles from factory 2 to floor line,,32,,32,games.azul.actions.TakeTilesAction@66131f40,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,15,14,2,165,104,,,games.azul.actions.TakeTilesAction@592dbbde,Player 0 takes WHITE tiles from factory 3 to pattern line 4,games.azul.actions.TakeTilesAction@592dbbde,,35,35,games.azul.actions.TakeTilesAction@592dbbde,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,16,15,2,165,101,games.azul.actions.TakeTilesAction@25701a52,games.azul.actions.TakeTilesAction@25701a52,,Player 1 takes YELLOW tiles from factory 0 to floor line,,25,,25,games.azul.actions.TakeTilesAction@25701a52,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,17,16,2,165,101,,,games.azul.actions.TakeTilesAction@327bfb45,Player 0 takes BLUE tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@327bfb45,,18,18,games.azul.actions.TakeTilesAction@327bfb45,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,18,17,2,165,97,games.azul.actions.TakeTilesAction@2fcfea2d,games.azul.actions.TakeTilesAction@2fcfea2d,,Player 1 takes RED tiles from factory 4 to floor line,,15,,15,games.azul.actions.TakeTilesAction@2fcfea2d,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,19,18,2,165,97,,,games.azul.actions.TakeTilesAction@592dac7d,Player 0 takes WHITE tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@592dac7d,,7,7,games.azul.actions.TakeTilesAction@592dac7d,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,20,19,2,165,95,games.azul.actions.TakeTilesAction@2fcfd7a6,games.azul.actions.TakeTilesAction@2fcfd7a6,,Player 1 takes RED tiles from center to pattern line 1,,8,,8,games.azul.actions.TakeTilesAction@2fcfd7a6,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,21,20,2,165,93,,,games.azul.actions.TakeTilesAction@327bfac9,Player 0 takes BLUE tiles from center to floor line,games.azul.actions.TakeTilesAction@327bfac9,,2,2,games.azul.actions.TakeTilesAction@327bfac9,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,2,ACTION_CHOSEN,22,21,2,165,93,games.azul.actions.TakeTilesAction@66131498,games.azul.actions.TakeTilesAction@66131498,,Player 1 takes BLACK tiles from center to pattern line 4,,2,,2,games.azul.actions.TakeTilesAction@66131498,1.0,RuleBased,1.0,0.5,0.0,MCTS-Advanced,RuleBased,1,3,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,23,21,2,165,108,games.azul.actions.TakeTilesAction@2fcfe2ab,games.azul.actions.TakeTilesAction@2fcfe2ab,,Player 1 takes RED tiles from factory 2 to floor line,,44,,44,games.azul.actions.TakeTilesAction@2fcfe2ab,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,24,22,2,165,108,,,games.azul.actions.TakeTilesAction@256fb174,Player 0 takes YELLOW tiles from factory 3 to pattern line 1,games.azul.actions.TakeTilesAction@256fb174,,56,56,games.azul.actions.TakeTilesAction@256fb174,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,25,23,2,165,106,games.azul.actions.TakeTilesAction@327c72e9,games.azul.actions.TakeTilesAction@327c72e9,,Player 1 takes BLUE tiles from factory 0 to floor line,,39,,39,games.azul.actions.TakeTilesAction@327c72e9,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,26,24,2,165,106,,,games.azul.actions.TakeTilesAction@327c0dad,Player 0 takes BLUE tiles from factory 4 to pattern line 0,games.azul.actions.TakeTilesAction@327c0dad,,38,38,games.azul.actions.TakeTilesAction@327c0dad,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,27,25,2,165,105,games.azul.actions.TakeTilesAction@592e20dc,games.azul.actions.TakeTilesAction@592e20dc,,Player 1 takes WHITE tiles from center to pattern line 1,,26,,26,games.azul.actions.TakeTilesAction@592e20dc,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,28,26,2,165,102,,,games.azul.actions.TakeTilesAction@2fcf6385,Player 0 takes RED tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@2fcf6385,,22,22,games.azul.actions.TakeTilesAction@2fcf6385,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,29,27,2,165,98,games.azul.actions.TakeTilesAction@257016ee,games.azul.actions.TakeTilesAction@257016ee,,Player 1 takes YELLOW tiles from center to pattern line 2,,15,,15,games.azul.actions.TakeTilesAction@257016ee,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,30,28,2,165,97,,,games.azul.actions.TakeTilesAction@256faa11,Player 0 takes YELLOW tiles from factory 1 to pattern line 2,games.azul.actions.TakeTilesAction@256faa11,,12,12,games.azul.actions.TakeTilesAction@256faa11,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,31,29,2,165,96,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,9,,9,games.azul.actions.TakeTilesAction@327c6f28,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,32,30,2,165,96,,,games.azul.actions.TakeTilesAction@2fcf63a4,Player 0 takes RED tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@2fcf63a4,,5,5,games.azul.actions.TakeTilesAction@2fcf63a4,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,33,31,2,165,95,games.azul.actions.TakeTilesAction@66131498,games.azul.actions.TakeTilesAction@66131498,,Player 1 takes BLACK tiles from center to pattern line 4,,5,,5,games.azul.actions.TakeTilesAction@66131498,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,3,ACTION_CHOSEN,34,32,2,165,94,,,games.azul.actions.TakeTilesAction@592dac3f,Player 0 takes WHITE tiles from center to floor line,games.azul.actions.TakeTilesAction@592dac3f,,1,1,games.azul.actions.TakeTilesAction@592dac3f,4.0,RuleBased,0.0,2.0,4.0,MCTS-Advanced,RuleBased,3,7,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,35,32,2,165,110,,,games.azul.actions.TakeTilesAction@2fcf724b,Player 0 takes RED tiles from factory 3 to pattern line 1,games.azul.actions.TakeTilesAction@2fcf724b,,46,46,games.azul.actions.TakeTilesAction@2fcf724b,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,36,33,2,165,108,games.azul.actions.TakeTilesAction@25701e13,games.azul.actions.TakeTilesAction@25701e13,,Player 1 takes YELLOW tiles from factory 1 to floor line,,44,,44,games.azul.actions.TakeTilesAction@25701e13,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,37,34,2,165,108,,,games.azul.actions.TakeTilesAction@66129fbd,Player 0 takes BLACK tiles from center to pattern line 0,games.azul.actions.TakeTilesAction@66129fbd,,31,31,games.azul.actions.TakeTilesAction@66129fbd,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,38,35,2,165,106,games.azul.actions.TakeTilesAction@327c81ed,games.azul.actions.TakeTilesAction@327c81ed,,Player 1 takes BLUE tiles from factory 4 to floor line,,34,,34,games.azul.actions.TakeTilesAction@327c81ed,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,39,36,2,165,106,,,games.azul.actions.TakeTilesAction@592dacbb,Player 0 takes WHITE tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@592dacbb,,22,22,games.azul.actions.TakeTilesAction@592dacbb,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,40,37,2,165,104,games.azul.actions.TakeTilesAction@66131859,games.azul.actions.TakeTilesAction@66131859,,Player 1 takes BLACK tiles from factory 0 to pattern line 4,,27,,27,games.azul.actions.TakeTilesAction@66131859,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,41,38,2,165,102,,,games.azul.actions.TakeTilesAction@592db7fe,Player 0 takes WHITE tiles from factory 2 to pattern line 3,games.azul.actions.TakeTilesAction@592db7fe,,15,15,games.azul.actions.TakeTilesAction@592db7fe,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,42,39,2,165,100,games.azul.actions.TakeTilesAction@6613141c,games.azul.actions.TakeTilesAction@6613141c,,Player 1 takes BLACK tiles from center to pattern line 0,,13,,13,games.azul.actions.TakeTilesAction@6613141c,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,43,40,2,165,99,,,games.azul.actions.TakeTilesAction@2fcf6366,Player 0 takes RED tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@2fcf6366,,6,6,games.azul.actions.TakeTilesAction@2fcf6366,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,44,41,2,165,96,games.azul.actions.TakeTilesAction@327c6f85,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLUE tiles from center to pattern line 2,,5,,5,games.azul.actions.TakeTilesAction@327c6f85,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,4,ACTION_CHOSEN,45,42,2,165,94,,,games.azul.actions.TakeTilesAction@256fa232,Player 0 takes YELLOW tiles from center to floor line,games.azul.actions.TakeTilesAction@256fa232,,1,1,games.azul.actions.TakeTilesAction@256fa232,16.0,RuleBased,0.0,8.0,16.0,MCTS-Advanced,RuleBased,5,11,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,46,42,2,165,111,,,games.azul.actions.TakeTilesAction@6612ab1f,Player 0 takes BLACK tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@6612ab1f,,38,38,games.azul.actions.TakeTilesAction@6612ab1f,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,47,43,2,165,109,games.azul.actions.TakeTilesAction@327c6f47,games.azul.actions.TakeTilesAction@327c6f47,,Player 1 takes BLUE tiles from center to pattern line 0,,43,,43,games.azul.actions.TakeTilesAction@327c6f47,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,48,44,2,165,107,,,games.azul.actions.TakeTilesAction@592dbf23,Player 0 takes WHITE tiles from factory 4 to pattern line 0,games.azul.actions.TakeTilesAction@592dbf23,,30,30,games.azul.actions.TakeTilesAction@592dbf23,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,49,45,2,165,106,games.azul.actions.TakeTilesAction@25701e51,games.azul.actions.TakeTilesAction@25701e51,,Player 1 takes YELLOW tiles from factory 1 to pattern line 1,,31,,31,games.azul.actions.TakeTilesAction@25701e51,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,50,46,2,165,105,,,games.azul.actions.TakeTilesAction@66129ffb,Player 0 takes BLACK tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@66129ffb,,20,20,games.azul.actions.TakeTilesAction@66129ffb,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,51,47,2,165,102,games.azul.actions.TakeTilesAction@2fcfd768,games.azul.actions.TakeTilesAction@2fcfd768,,Player 1 takes RED tiles from center to floor line,,22,,22,games.azul.actions.TakeTilesAction@2fcfd768,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,52,48,2,165,102,,,games.azul.actions.TakeTilesAction@256fa66f,Player 0 takes YELLOW tiles from factory 0 to pattern line 3,games.azul.actions.TakeTilesAction@256fa66f,,11,11,games.azul.actions.TakeTilesAction@256fa66f,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,53,49,2,165,101,games.azul.actions.TakeTilesAction@2570172c,games.azul.actions.TakeTilesAction@2570172c,,Player 1 takes YELLOW tiles from center to pattern line 4,,14,,14,games.azul.actions.TakeTilesAction@2570172c,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,54,50,2,165,100,,,games.azul.actions.TakeTilesAction@256fb1b2,Player 0 takes YELLOW tiles from factory 3 to pattern line 3,games.azul.actions.TakeTilesAction@256fb1b2,,6,6,games.azul.actions.TakeTilesAction@256fb1b2,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,55,51,2,165,99,games.azul.actions.TakeTilesAction@327c6f85,games.azul.actions.TakeTilesAction@327c6f85,,Player 1 takes BLUE tiles from center to pattern line 2,,4,,4,games.azul.actions.TakeTilesAction@327c6f85,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,56,52,2,165,98,,,games.azul.actions.TakeTilesAction@592dac3f,Player 0 takes WHITE tiles from center to floor line,games.azul.actions.TakeTilesAction@592dac3f,,2,2,games.azul.actions.TakeTilesAction@592dac3f,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
-1170105035,Azul,5,ACTION_CHOSEN,57,53,2,165,98,games.azul.actions.TakeTilesAction@661313fd,games.azul.actions.TakeTilesAction@661313fd,,Player 1 takes BLACK tiles from center to floor line,,1,,1,games.azul.actions.TakeTilesAction@661313fd,24.0,RuleBased,4.0,16.0,28.0,MCTS-Advanced,RuleBased,7,15,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,0,0,2,166,117,,,games.azul.actions.TakeTilesAction@256fb535,Player 0 takes YELLOW tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@256fb535,,84,84,games.azul.actions.TakeTilesAction@256fb535,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,1,1,2,166,115,games.azul.actions.TakeTilesAction@592e2c00,games.azul.actions.TakeTilesAction@592e2c00,,Player 1 takes WHITE tiles from factory 2 to pattern line 0,,78,,78,games.azul.actions.TakeTilesAction@592e2c00,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,2,2,2,166,114,,,games.azul.actions.TakeTilesAction@256fb155,Player 0 takes YELLOW tiles from factory 3 to pattern line 0,games.azul.actions.TakeTilesAction@256fb155,,60,60,games.azul.actions.TakeTilesAction@256fb155,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,3,3,2,166,113,games.azul.actions.TakeTilesAction@6613145a,games.azul.actions.TakeTilesAction@6613145a,,Player 1 takes BLACK tiles from center to pattern line 2,,45,,45,games.azul.actions.TakeTilesAction@6613145a,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,4,4,2,166,109,,,games.azul.actions.TakeTilesAction@327bfee7,Player 0 takes BLUE tiles from factory 0 to pattern line 2,games.azul.actions.TakeTilesAction@327bfee7,,32,32,games.azul.actions.TakeTilesAction@327bfee7,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,5,5,2,166,107,games.azul.actions.TakeTilesAction@592e211a,games.azul.actions.TakeTilesAction@592e211a,,Player 1 takes WHITE tiles from center to pattern line 3,,24,,24,games.azul.actions.TakeTilesAction@592e211a,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,6,6,2,166,106,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLUE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,,17,17,games.azul.actions.TakeTilesAction@327bfb26,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,7,7,2,166,105,games.azul.actions.TakeTilesAction@66131bbd,games.azul.actions.TakeTilesAction@66131bbd,,Player 1 takes BLACK tiles from factory 1 to pattern line 1,,12,,12,games.azul.actions.TakeTilesAction@66131bbd,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,8,8,2,166,103,,,games.azul.actions.TakeTilesAction@256fa2ae,Player 0 takes YELLOW tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@256fa2ae,,9,9,games.azul.actions.TakeTilesAction@256fa2ae,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,9,9,2,166,100,games.azul.actions.TakeTilesAction@327c6fc3,games.azul.actions.TakeTilesAction@327c6fc3,,Player 1 takes BLUE tiles from center to pattern line 4,,4,,4,games.azul.actions.TakeTilesAction@327c6fc3,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,1,ACTION_CHOSEN,10,10,2,166,98,,,games.azul.actions.TakeTilesAction@2fcf63a4,Player 0 takes RED tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@2fcf63a4,,2,2,games.azul.actions.TakeTilesAction@2fcf63a4,0.0,RuleBased,0.0,0.0,0.0,MCTS-Advanced,RuleBased,0,0,MCTS-Advanced
234785527,Azul,2,ACTION_CHOSEN,11,10,2,166,109,,,games.azul.actions.TakeTilesAction@2fcf66e9,Player 0 takes RED tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@2fcf66e9,,45,45,games.azul.actions.TakeTilesAction@2fcf66e9,1.0,RuleBased,3.0,3.5,4.0,MCTS-Advanced,RuleBased,3,3,MCTS-Advanced
234785527,Azul,2,ACTION_CHOSEN,12,11,2,166,108,games.azul.actions.TakeTilesAction@592e2c1f,games.azul.actions.TakeTilesAction@592e2c1f,,Player 1 takes WHITE tiles from factory 2 to pattern line 1,,43,,43,games.azul.actions.TakeTilesAction@592e2c1f,1.0,RuleBased,3.0,3.5,4.0,MCTS-Advanced,RuleBased,3,3,MCTS-Advanced
234785527,Azul,2,ACTION_CHOSEN,13,12,2,166,107,,,games.azul.actions.TakeTilesAction@327bfb07,Player 0 takes BLUE tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@327bfb07,,26,26,games.azul.actions.TakeTilesAction@327bfb07,1.0,RuleBased,3.0,3.5,4.0,MCTS-Advanced,RuleBased,3,3,MCTS-Advanced
