GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-OSLA),Actions(Size-RuleBased),Actions(OSLA),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
-1170105035,Azul,0,ACTION_CHOSEN,10,0,2,59,99,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,2,,2,games.azul.actions.TakeTilesAction@21ae7ce7,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,11,0,2,59,99,games.azul.actions.TakeTilesAction@77fec3d0,,Player 1 takes WHITE tiles from centre pool to pattern line 0,,2,,games.azul.actions.TakeTilesAction@77fec3d0,2,games.azul.actions.TakeTilesAction@77fec3d0,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,12,0,2,59,98,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,13,0,2,59,106,,games.azul.actions.TakeTilesAction@290d1fc,Player 0 takes BLUE tiles from factory 0 to pattern line 3,games.azul.actions.TakeTilesAction@290d1fc,,58,,58,games.azul.actions.TakeTilesAction@290d1fc,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,14,0,2,59,105,games.azul.actions.TakeTilesAction@21af0449,,Player 1 takes RED tiles from factory 4 to pattern line 1,,36,,games.azul.actions.TakeTilesAction@21af0449,36,games.azul.actions.TakeTilesAction@21af0449,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,15,0,2,59,104,,games.azul.actions.TakeTilesAction@327c064a,Player 0 takes BLACK tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@327c064a,,47,,47,games.azul.actions.TakeTilesAction@327c064a,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,16,0,2,59,102,games.azul.actions.TakeTilesAction@149fca4,,Player 1 takes YELLOW tiles from factory 1 to pattern line 0,,24,,games.azul.actions.TakeTilesAction@149fca4,24,games.azul.actions.TakeTilesAction@149fca4,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,17,0,2,59,101,,games.azul.actions.TakeTilesAction@21ae7d44,Player 0 takes RED tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@21ae7d44,,20,,20,games.azul.actions.TakeTilesAction@21ae7d44,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,18,0,2,59,97,games.azul.actions.TakeTilesAction@327c6fc3,,Player 1 takes BLACK tiles from centre pool to pattern line 4,,10,,games.azul.actions.TakeTilesAction@327c6fc3,10,games.azul.actions.TakeTilesAction@327c6fc3,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,19,0,2,59,96,,games.azul.actions.TakeTilesAction@14980c3,Player 0 takes YELLOW tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@14980c3,,10,,10,games.azul.actions.TakeTilesAction@14980c3,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,20,0,2,59,95,games.azul.actions.TakeTilesAction@291517f,,Player 1 takes BLUE tiles from factory 3 to pattern line 2,,6,,games.azul.actions.TakeTilesAction@291517f,6,games.azul.actions.TakeTilesAction@291517f,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,21,0,2,59,94,,games.azul.actions.TakeTilesAction@77fe4f52,Player 0 takes WHITE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@77fe4f52,,2,,2,games.azul.actions.TakeTilesAction@77fe4f52,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,22,0,2,59,94,games.azul.actions.TakeTilesAction@291427b,,Player 1 takes BLUE tiles from centre pool to pattern line 2,,2,,games.azul.actions.TakeTilesAction@291427b,2,games.azul.actions.TakeTilesAction@291427b,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,23,0,2,59,93,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,3,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,24,0,2,59,110,,games.azul.actions.TakeTilesAction@77fe56f3,Player 0 takes WHITE tiles from factory 1 to pattern line 0,games.azul.actions.TakeTilesAction@77fe56f3,,59,,59,games.azul.actions.TakeTilesAction@77fe56f3,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,25,0,2,59,109,games.azul.actions.TakeTilesAction@21af00a7,,Player 1 takes RED tiles from factory 3 to pattern line 2,,50,,games.azul.actions.TakeTilesAction@21af00a7,50,games.azul.actions.TakeTilesAction@21af00a7,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,26,0,2,59,108,,games.azul.actions.TakeTilesAction@1498c25,Player 0 takes YELLOW tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@1498c25,,38,,38,games.azul.actions.TakeTilesAction@1498c25,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,27,0,2,59,106,games.azul.actions.TakeTilesAction@21aef564,,Player 1 takes RED tiles from factory 0 to pattern line 2,,29,,games.azul.actions.TakeTilesAction@21aef564,29,games.azul.actions.TakeTilesAction@21aef564,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,28,0,2,59,104,,games.azul.actions.TakeTilesAction@290ce1c,Player 0 takes BLUE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@290ce1c,,20,,20,games.azul.actions.TakeTilesAction@290ce1c,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,29,0,2,59,100,games.azul.actions.TakeTilesAction@327c6f47,,Player 1 takes BLACK tiles from centre pool to pattern line 0,,18,,games.azul.actions.TakeTilesAction@327c6f47,18,games.azul.actions.TakeTilesAction@327c6f47,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,30,0,2,59,99,,games.azul.actions.TakeTilesAction@1498120,Player 0 takes YELLOW tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@1498120,,11,,11,games.azul.actions.TakeTilesAction@1498120,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,31,0,2,59,96,games.azul.actions.TakeTilesAction@2915521,,Player 1 takes BLUE tiles from factory 4 to pattern line 1,,8,,games.azul.actions.TakeTilesAction@2915521,8,games.azul.actions.TakeTilesAction@2915521,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,32,0,2,59,95,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,2,,2,games.azul.actions.TakeTilesAction@21ae7ce7,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,33,0,2,59,95,games.azul.actions.TakeTilesAction@77fec3b1,,Player 1 takes WHITE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@77fec3b1,1,games.azul.actions.TakeTilesAction@77fec3b1,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,34,0,2,59,95,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,3.0,RuleBased,0.0,1.5,3.0,OSLA,RuleBased,4,7,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,35,0,2,59,106,,games.azul.actions.TakeTilesAction@21ae8849,Player 0 takes RED tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@21ae8849,,36,,36,games.azul.actions.TakeTilesAction@21ae8849,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,36,0,2,59,105,games.azul.actions.TakeTilesAction@2915521,,Player 1 takes BLUE tiles from factory 4 to pattern line 1,,34,,games.azul.actions.TakeTilesAction@2915521,34,games.azul.actions.TakeTilesAction@2915521,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,37,0,2,59,104,,games.azul.actions.TakeTilesAction@14988a2,Player 0 takes YELLOW tiles from factory 1 to pattern line 3,games.azul.actions.TakeTilesAction@14988a2,,26,,26,games.azul.actions.TakeTilesAction@14988a2,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,38,0,2,59,103,games.azul.actions.TakeTilesAction@77fed312,,Player 1 takes WHITE tiles from factory 3 to pattern line 2,,22,,games.azul.actions.TakeTilesAction@77fed312,22,games.azul.actions.TakeTilesAction@77fed312,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,39,0,2,59,102,,games.azul.actions.TakeTilesAction@290d1be,Player 0 takes BLUE tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@290d1be,,13,,13,games.azul.actions.TakeTilesAction@290d1be,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,40,0,2,59,100,games.azul.actions.TakeTilesAction@327c6fc3,,Player 1 takes BLACK tiles from centre pool to pattern line 4,,8,,games.azul.actions.TakeTilesAction@327c6fc3,8,games.azul.actions.TakeTilesAction@327c6fc3,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,41,0,2,59,96,,games.azul.actions.TakeTilesAction@77fe4faf,Player 0 takes WHITE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@77fe4faf,,4,,4,games.azul.actions.TakeTilesAction@77fe4faf,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,42,0,2,59,93,games.azul.actions.TakeTilesAction@149f57f,,Player 1 takes YELLOW tiles from centre pool to pattern line 3,,4,,games.azul.actions.TakeTilesAction@149f57f,4,games.azul.actions.TakeTilesAction@149f57f,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,43,0,2,59,91,,games.azul.actions.TakeTilesAction@21ae7ce7,Player 0 takes RED tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@21ae7ce7,,1,,1,games.azul.actions.TakeTilesAction@21ae7ce7,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,44,0,2,59,91,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,8.0,RuleBased,0.0,4.0,8.0,OSLA,RuleBased,6,10,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,45,0,2,59,113,games.azul.actions.TakeTilesAction@327c822b,,Player 1 takes BLACK tiles from factory 4 to pattern line 1,,56,,games.azul.actions.TakeTilesAction@327c822b,56,games.azul.actions.TakeTilesAction@327c822b,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,46,0,2,59,111,,games.azul.actions.TakeTilesAction@77fe5712,Player 0 takes WHITE tiles from factory 1 to pattern line 1,games.azul.actions.TakeTilesAction@77fe5712,,34,,34,games.azul.actions.TakeTilesAction@77fe5712,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,47,0,2,59,109,games.azul.actions.TakeTilesAction@21aefca8,,Player 1 takes RED tiles from factory 2 to pattern line 0,,36,,games.azul.actions.TakeTilesAction@21aefca8,36,games.azul.actions.TakeTilesAction@21aefca8,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,48,0,2,59,108,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLACK tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,,21,,21,games.azul.actions.TakeTilesAction@327bfb26,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,49,0,2,59,104,games.azul.actions.TakeTilesAction@77fec7ee,,Player 1 takes WHITE tiles from factory 0 to pattern line 3,,26,,games.azul.actions.TakeTilesAction@77fec7ee,26,games.azul.actions.TakeTilesAction@77fec7ee,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,50,0,2,59,103,,games.azul.actions.TakeTilesAction@290cdde,Player 0 takes BLUE tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@290cdde,,13,,13,games.azul.actions.TakeTilesAction@290cdde,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,51,0,2,59,102,games.azul.actions.TakeTilesAction@14a04a2,,Player 1 takes YELLOW tiles from factory 3 to pattern line 4,,15,,games.azul.actions.TakeTilesAction@14a04a2,15,games.azul.actions.TakeTilesAction@14a04a2,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,52,0,2,59,101,,games.azul.actions.TakeTilesAction@327bfb64,Player 0 takes BLACK tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@327bfb64,,7,,7,games.azul.actions.TakeTilesAction@327bfb64,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,53,0,2,59,99,games.azul.actions.TakeTilesAction@149f59e,,Player 1 takes YELLOW tiles from centre pool to pattern line 4,,6,,games.azul.actions.TakeTilesAction@149f59e,6,games.azul.actions.TakeTilesAction@149f59e,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,54,0,2,59,96,,games.azul.actions.TakeTilesAction@77fe4fce,Player 0 takes WHITE tiles from centre pool to pattern line 3,games.azul.actions.TakeTilesAction@77fe4fce,,3,,3,games.azul.actions.TakeTilesAction@77fe4fce,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,55,0,2,59,94,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
-1170105035,Azul,0,ACTION_CHOSEN,56,0,2,59,94,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,23.0,RuleBased,1.0,12.5,24.0,OSLA,RuleBased,9,14,OSLA
234785527,Azul,0,ACTION_CHOSEN,0,0,2,60,117,,games.azul.actions.TakeTilesAction@290cdbf,Player 0 takes BLUE tiles from centre pool to floor line,games.azul.actions.TakeTilesAction@290cdbf,,1,,1,games.azul.actions.TakeTilesAction@290cdbf,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,1,0,2,60,97,,games.azul.actions.TakeTilesAction@14993e5,Player 0 takes YELLOW tiles from factory 4 to pattern line 3,games.azul.actions.TakeTilesAction@14993e5,,72,,72,games.azul.actions.TakeTilesAction@14993e5,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,2,0,2,60,93,games.azul.actions.TakeTilesAction@291465b,,Player 1 takes BLUE tiles from factory 0 to pattern line 3,,66,,games.azul.actions.TakeTilesAction@291465b,66,games.azul.actions.TakeTilesAction@291465b,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,3,0,2,60,92,,games.azul.actions.TakeTilesAction@290dd20,Player 0 takes BLUE tiles from factory 3 to pattern line 2,games.azul.actions.TakeTilesAction@290dd20,,50,,50,games.azul.actions.TakeTilesAction@290dd20,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,4,0,2,60,89,games.azul.actions.TakeTilesAction@77fecf13,,Player 1 takes WHITE tiles from factory 2 to pattern line 0,,46,,games.azul.actions.TakeTilesAction@77fecf13,46,games.azul.actions.TakeTilesAction@77fecf13,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,5,0,2,60,88,,games.azul.actions.TakeTilesAction@327c0289,Player 0 takes BLACK tiles from factory 1 to pattern line 1,games.azul.actions.TakeTilesAction@327c0289,,28,,28,games.azul.actions.TakeTilesAction@327c0289,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,6,0,2,60,86,games.azul.actions.TakeTilesAction@149f59e,,Player 1 takes YELLOW tiles from centre pool to pattern line 4,,21,,games.azul.actions.TakeTilesAction@149f59e,21,games.azul.actions.TakeTilesAction@149f59e,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,7,0,2,60,83,,games.azul.actions.TakeTilesAction@290cdde,Player 0 takes BLUE tiles from centre pool to pattern line 0,games.azul.actions.TakeTilesAction@290cdde,,12,,12,games.azul.actions.TakeTilesAction@290cdde,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,8,0,2,60,82,games.azul.actions.TakeTilesAction@327c6f66,,Player 1 takes BLACK tiles from centre pool to pattern line 1,,9,,games.azul.actions.TakeTilesAction@327c6f66,9,games.azul.actions.TakeTilesAction@327c6f66,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,9,0,2,60,81,,games.azul.actions.TakeTilesAction@77fe4fed,Player 0 takes WHITE tiles from centre pool to pattern line 4,games.azul.actions.TakeTilesAction@77fe4fed,,4,,4,games.azul.actions.TakeTilesAction@77fe4fed,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,10,0,2,60,78,games.azul.actions.TakeTilesAction@21aef1a3,,Player 1 takes RED tiles from centre pool to pattern line 2,,2,,games.azul.actions.TakeTilesAction@21aef1a3,2,games.azul.actions.TakeTilesAction@21aef1a3,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,11,0,2,60,76,games.azul.actions.TakeTilesAction@291421e,,Player 1 takes BLUE tiles from centre pool to floor line,,1,,games.azul.actions.TakeTilesAction@291421e,1,games.azul.actions.TakeTilesAction@291421e,0.0,RuleBased,0.0,0.0,0.0,OSLA,RuleBased,0,0,OSLA
234785527,Azul,0,ACTION_CHOSEN,12,0,2,60,88,games.azul.actions.TakeTilesAction@21af00a7,,Player 1 takes RED tiles from factory 3 to pattern line 2,,45,,games.azul.actions.TakeTilesAction@21af00a7,45,games.azul.actions.TakeTilesAction@21af00a7,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,13,0,2,60,87,,games.azul.actions.TakeTilesAction@1498c25,Player 0 takes YELLOW tiles from factory 2 to pattern line 1,games.azul.actions.TakeTilesAction@1498c25,,67,,67,games.azul.actions.TakeTilesAction@1498c25,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,14,0,2,60,85,games.azul.actions.TakeTilesAction@2914a1c,,Player 1 takes BLUE tiles from factory 1 to pattern line 3,,31,,games.azul.actions.TakeTilesAction@2914a1c,31,games.azul.actions.TakeTilesAction@2914a1c,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,15,0,2,60,84,,games.azul.actions.TakeTilesAction@77fe5332,Player 0 takes WHITE tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@77fe5332,,41,,41,games.azul.actions.TakeTilesAction@77fe5332,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,16,0,2,60,83,games.azul.actions.TakeTilesAction@291555f,,Player 1 takes BLUE tiles from factory 4 to pattern line 3,,16,,games.azul.actions.TakeTilesAction@291555f,16,games.azul.actions.TakeTilesAction@291555f,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,17,0,2,60,82,,games.azul.actions.TakeTilesAction@77fe4faf,Player 0 takes WHITE tiles from centre pool to pattern line 2,games.azul.actions.TakeTilesAction@77fe4faf,,12,,12,games.azul.actions.TakeTilesAction@77fe4faf,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
234785527,Azul,0,ACTION_CHOSEN,18,0,2,60,78,games.azul.actions.TakeTilesAction@21aef165,,Player 1 takes RED tiles from centre pool to pattern line 0,,8,,games.azul.actions.TakeTilesAction@21aef165,8,games.azul.actions.TakeTilesAction@21aef165,4.0,RuleBased,0.0,2.0,4.0,OSLA,RuleBased,1,4,OSLA
