GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,StateSpace(Size),Actions(MCTS-Simple),Actions(Player-1),Actions(RuleBased),Actions(Actions Played Description),Actions(Player-0),Actions(Size-RuleBased),Actions(Size-MCTS-Simple),Actions(Action Space Size),Actions(Actions Played),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),FloorPenalties(PlayerName-0),FloorPenalties(Player-1),FloorPenalties(Player-0),FloorPenalties(PlayerName-1)
-1170105035,Azul,2,ACTION_CHOSEN,10,9,2,112,107,games.azul.actions.TakeTilesAction@2fcfe2e9,games.azul.actions.TakeTilesAction@2fcfe2e9,,Player 1 takes RED tiles from factory 2 to pattern line 1,,,50,50,games.azul.actions.TakeTilesAction@2fcfe2e9,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,11,10,2,112,106,,,games.azul.actions.TakeTilesAction@66129fdc,Player 0 takes BLACK tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@66129fdc,52,,52,games.azul.actions.TakeTilesAction@66129fdc,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,12,11,2,112,103,games.azul.actions.TakeTilesAction@2fcfdf47,games.azul.actions.TakeTilesAction@2fcfdf47,,Player 1 takes RED tiles from factory 1 to pattern line 2,,,32,32,games.azul.actions.TakeTilesAction@2fcfdf47,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,13,12,2,112,102,,,games.azul.actions.TakeTilesAction@256fa612,Player 0 takes YELLOW tiles from factory 0 to pattern line 0,games.azul.actions.TakeTilesAction@256fa612,36,,36,games.azul.actions.TakeTilesAction@256fa612,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,14,13,2,112,101,games.azul.actions.TakeTilesAction@327c81ed,games.azul.actions.TakeTilesAction@327c81ed,,Player 1 takes BLUE tiles from factory 4 to floor line,,,23,23,games.azul.actions.TakeTilesAction@327c81ed,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,15,14,2,112,101,,,games.azul.actions.TakeTilesAction@256fa2cd,Player 0 takes YELLOW tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@256fa2cd,15,,15,games.azul.actions.TakeTilesAction@256fa2cd,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,16,15,2,112,100,games.azul.actions.TakeTilesAction@6613141c,games.azul.actions.TakeTilesAction@6613141c,,Player 1 takes BLACK tiles from center to pattern line 0,,,14,14,games.azul.actions.TakeTilesAction@6613141c,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,17,16,2,112,99,,,games.azul.actions.TakeTilesAction@592dbbbf,Player 0 takes WHITE tiles from factory 3 to pattern line 3,games.azul.actions.TakeTilesAction@592dbbbf,11,,11,games.azul.actions.TakeTilesAction@592dbbbf,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,18,17,2,112,96,games.azul.actions.TakeTilesAction@2fcfd7a6,games.azul.actions.TakeTilesAction@2fcfd7a6,,Player 1 takes RED tiles from center to pattern line 1,,,5,5,games.azul.actions.TakeTilesAction@2fcfd7a6,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,19,18,2,112,95,,,games.azul.actions.TakeTilesAction@592dacbb,Player 0 takes WHITE tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@592dacbb,3,,3,games.azul.actions.TakeTilesAction@592dacbb,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,2,ACTION_CHOSEN,20,19,2,112,94,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,,1,1,games.azul.actions.TakeTilesAction@327c6f28,2.0,RuleBased,0.0,1.0,2.0,MCTS-Simple,RuleBased,1,3,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,21,19,2,112,113,games.azul.actions.TakeTilesAction@592e28bb,games.azul.actions.TakeTilesAction@592e28bb,,Player 1 takes WHITE tiles from factory 1 to pattern line 4,,,53,53,games.azul.actions.TakeTilesAction@592e28bb,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,22,20,2,112,112,,,games.azul.actions.TakeTilesAction@592dbf42,Player 0 takes WHITE tiles from factory 4 to pattern line 1,games.azul.actions.TakeTilesAction@592dbf42,64,,64,games.azul.actions.TakeTilesAction@592dbf42,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,23,21,2,112,110,games.azul.actions.TakeTilesAction@257025b4,games.azul.actions.TakeTilesAction@257025b4,,Player 1 takes YELLOW tiles from factory 3 to pattern line 0,,,38,38,games.azul.actions.TakeTilesAction@257025b4,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,24,22,2,112,109,,,games.azul.actions.TakeTilesAction@2fcf6ea9,Player 0 takes RED tiles from factory 2 to pattern line 2,games.azul.actions.TakeTilesAction@2fcf6ea9,36,,36,games.azul.actions.TakeTilesAction@2fcf6ea9,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,25,23,2,112,108,games.azul.actions.TakeTilesAction@327c72e9,games.azul.actions.TakeTilesAction@327c72e9,,Player 1 takes BLUE tiles from factory 0 to floor line,,,19,19,games.azul.actions.TakeTilesAction@327c72e9,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,26,24,2,112,108,,,games.azul.actions.TakeTilesAction@2fcf63a4,Player 0 takes RED tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@2fcf63a4,15,,15,games.azul.actions.TakeTilesAction@2fcf63a4,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,27,25,2,112,102,games.azul.actions.TakeTilesAction@592e20dc,games.azul.actions.TakeTilesAction@592e20dc,,Player 1 takes WHITE tiles from center to pattern line 1,,,14,14,games.azul.actions.TakeTilesAction@592e20dc,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,28,26,2,112,101,,,games.azul.actions.TakeTilesAction@66129fbd,Player 0 takes BLACK tiles from center to pattern line 0,games.azul.actions.TakeTilesAction@66129fbd,7,,7,games.azul.actions.TakeTilesAction@66129fbd,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,29,27,2,112,100,games.azul.actions.TakeTilesAction@257016ee,games.azul.actions.TakeTilesAction@257016ee,,Player 1 takes YELLOW tiles from center to pattern line 2,,,4,4,games.azul.actions.TakeTilesAction@257016ee,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,3,ACTION_CHOSEN,30,28,2,112,97,,,games.azul.actions.TakeTilesAction@327bfb45,Player 0 takes BLUE tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@327bfb45,2,,2,games.azul.actions.TakeTilesAction@327bfb45,7.0,RuleBased,0.0,3.5,7.0,MCTS-Simple,RuleBased,4,7,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,31,28,2,112,110,,,games.azul.actions.TakeTilesAction@2fcf724b,Player 0 takes RED tiles from factory 3 to pattern line 1,games.azul.actions.TakeTilesAction@2fcf724b,46,,46,games.azul.actions.TakeTilesAction@2fcf724b,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,32,29,2,112,108,games.azul.actions.TakeTilesAction@6613183a,games.azul.actions.TakeTilesAction@6613183a,,Player 1 takes BLACK tiles from factory 0 to pattern line 3,,,35,35,games.azul.actions.TakeTilesAction@6613183a,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,33,30,2,112,106,,,games.azul.actions.TakeTilesAction@327c0dad,Player 0 takes BLUE tiles from factory 4 to pattern line 0,games.azul.actions.TakeTilesAction@327c0dad,35,,35,games.azul.actions.TakeTilesAction@327c0dad,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,34,31,2,112,105,games.azul.actions.TakeTilesAction@592e209e,games.azul.actions.TakeTilesAction@592e209e,,Player 1 takes WHITE tiles from center to floor line,,,27,27,games.azul.actions.TakeTilesAction@592e209e,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,35,32,2,112,104,,,games.azul.actions.TakeTilesAction@592db7df,Player 0 takes WHITE tiles from factory 2 to pattern line 2,games.azul.actions.TakeTilesAction@592db7df,21,,21,games.azul.actions.TakeTilesAction@592db7df,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,36,33,2,112,102,games.azul.actions.TakeTilesAction@592e2820,games.azul.actions.TakeTilesAction@592e2820,,Player 1 takes WHITE tiles from factory 1 to floor line,,,16,16,games.azul.actions.TakeTilesAction@592e2820,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,37,34,2,112,102,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,7,,7,games.azul.actions.TakeTilesAction@6612a039,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,38,35,2,112,100,games.azul.actions.TakeTilesAction@2fcfd768,games.azul.actions.TakeTilesAction@2fcfd768,,Player 1 takes RED tiles from center to floor line,,,5,5,games.azul.actions.TakeTilesAction@2fcfd768,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,39,36,2,112,100,,,games.azul.actions.TakeTilesAction@327bfb45,Player 0 takes BLUE tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@327bfb45,3,,3,games.azul.actions.TakeTilesAction@327bfb45,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,4,ACTION_CHOSEN,40,37,2,112,99,games.azul.actions.TakeTilesAction@25701691,games.azul.actions.TakeTilesAction@25701691,,Player 1 takes YELLOW tiles from center to floor line,,,1,1,games.azul.actions.TakeTilesAction@25701691,12.0,RuleBased,4.0,10.0,16.0,MCTS-Simple,RuleBased,6,11,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,41,37,2,112,107,games.azul.actions.TakeTilesAction@661326c2,games.azul.actions.TakeTilesAction@661326c2,,Player 1 takes BLACK tiles from factory 4 to floor line,,,42,42,games.azul.actions.TakeTilesAction@661326c2,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,42,38,2,112,107,,,games.azul.actions.TakeTilesAction@592dac9c,Player 0 takes WHITE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@592dac9c,31,,31,games.azul.actions.TakeTilesAction@592dac9c,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,43,39,2,112,105,games.azul.actions.TakeTilesAction@592e24fa,games.azul.actions.TakeTilesAction@592e24fa,,Player 1 takes WHITE tiles from factory 0 to pattern line 4,,,34,34,games.azul.actions.TakeTilesAction@592e24fa,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,44,40,2,112,104,,,games.azul.actions.TakeTilesAction@256fa270,Player 0 takes YELLOW tiles from center to pattern line 1,games.azul.actions.TakeTilesAction@256fa270,22,,22,games.azul.actions.TakeTilesAction@256fa270,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,45,41,2,112,102,games.azul.actions.TakeTilesAction@661313fd,games.azul.actions.TakeTilesAction@661313fd,,Player 1 takes BLACK tiles from center to floor line,,,27,27,games.azul.actions.TakeTilesAction@661313fd,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,46,42,2,112,102,,,games.azul.actions.TakeTilesAction@2fcf6e6b,Player 0 takes RED tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@2fcf6e6b,15,,15,games.azul.actions.TakeTilesAction@2fcf6e6b,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,47,43,2,112,101,games.azul.actions.TakeTilesAction@25702595,games.azul.actions.TakeTilesAction@25702595,,Player 1 takes YELLOW tiles from factory 3 to floor line,,,22,22,games.azul.actions.TakeTilesAction@25702595,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,48,44,2,112,101,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,9,,9,games.azul.actions.TakeTilesAction@6612a039,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,49,45,2,112,99,games.azul.actions.TakeTilesAction@592e209e,games.azul.actions.TakeTilesAction@592e209e,,Player 1 takes WHITE tiles from center to floor line,,,16,16,games.azul.actions.TakeTilesAction@592e209e,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,50,46,2,112,99,,,games.azul.actions.TakeTilesAction@6612a7bb,Player 0 takes BLACK tiles from factory 1 to pattern line 4,games.azul.actions.TakeTilesAction@6612a7bb,6,,6,games.azul.actions.TakeTilesAction@6612a7bb,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,51,47,2,112,98,games.azul.actions.TakeTilesAction@25701691,games.azul.actions.TakeTilesAction@25701691,,Player 1 takes YELLOW tiles from center to floor line,,,8,8,games.azul.actions.TakeTilesAction@25701691,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,52,48,2,112,98,,,games.azul.actions.TakeTilesAction@592dac3f,Player 0 takes WHITE tiles from center to floor line,games.azul.actions.TakeTilesAction@592dac3f,2,,2,games.azul.actions.TakeTilesAction@592dac3f,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
-1170105035,Azul,5,ACTION_CHOSEN,53,49,2,112,98,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,,2,2,games.azul.actions.TakeTilesAction@327c6f28,24.0,RuleBased,0.0,12.0,24.0,MCTS-Simple,RuleBased,6,14,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,0,0,2,113,117,,,games.azul.actions.TakeTilesAction@256fa631,Player 0 takes YELLOW tiles from factory 0 to pattern line 1,games.azul.actions.TakeTilesAction@256fa631,84,,84,games.azul.actions.TakeTilesAction@256fa631,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,1,1,2,113,115,games.azul.actions.TakeTilesAction@257025f2,games.azul.actions.TakeTilesAction@257025f2,,Player 1 takes YELLOW tiles from factory 3 to pattern line 2,,,78,78,games.azul.actions.TakeTilesAction@257025f2,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,2,2,2,113,114,,,games.azul.actions.TakeTilesAction@592dac5e,Player 0 takes WHITE tiles from center to pattern line 0,games.azul.actions.TakeTilesAction@592dac5e,60,,60,games.azul.actions.TakeTilesAction@592dac5e,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,3,3,2,113,112,games.azul.actions.TakeTilesAction@2fcfeac8,games.azul.actions.TakeTilesAction@2fcfeac8,,Player 1 takes RED tiles from factory 4 to pattern line 4,,,57,57,games.azul.actions.TakeTilesAction@2fcfeac8,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,4,4,2,113,111,,,games.azul.actions.TakeTilesAction@327bfb26,Player 0 takes BLUE tiles from center to pattern line 2,games.azul.actions.TakeTilesAction@327bfb26,36,,36,games.azul.actions.TakeTilesAction@327bfb26,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,5,5,2,113,108,games.azul.actions.TakeTilesAction@2570170d,games.azul.actions.TakeTilesAction@2570170d,,Player 1 takes YELLOW tiles from center to pattern line 3,,,35,35,games.azul.actions.TakeTilesAction@2570170d,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,6,6,2,113,106,,,games.azul.actions.TakeTilesAction@6612a7bb,Player 0 takes BLACK tiles from factory 1 to pattern line 4,games.azul.actions.TakeTilesAction@6612a7bb,21,,21,games.azul.actions.TakeTilesAction@6612a7bb,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,7,7,2,113,104,games.azul.actions.TakeTilesAction@327c6f28,games.azul.actions.TakeTilesAction@327c6f28,,Player 1 takes BLUE tiles from center to floor line,,,21,21,games.azul.actions.TakeTilesAction@327c6f28,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,8,8,2,113,104,,,games.azul.actions.TakeTilesAction@6612ab7c,Player 0 takes BLACK tiles from factory 2 to pattern line 4,games.azul.actions.TakeTilesAction@6612ab7c,12,,12,games.azul.actions.TakeTilesAction@6612ab7c,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,9,9,2,113,102,games.azul.actions.TakeTilesAction@2570170d,games.azul.actions.TakeTilesAction@2570170d,,Player 1 takes YELLOW tiles from center to pattern line 3,,,15,15,games.azul.actions.TakeTilesAction@2570170d,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,10,10,2,113,101,,,games.azul.actions.TakeTilesAction@6612a039,Player 0 takes BLACK tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@6612a039,7,,7,games.azul.actions.TakeTilesAction@6612a039,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,11,11,2,113,100,games.azul.actions.TakeTilesAction@592e209e,games.azul.actions.TakeTilesAction@592e209e,,Player 1 takes WHITE tiles from center to floor line,,,7,7,games.azul.actions.TakeTilesAction@592e209e,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,1,ACTION_CHOSEN,12,12,2,113,100,,,games.azul.actions.TakeTilesAction@2fcf6385,Player 0 takes RED tiles from center to pattern line 3,games.azul.actions.TakeTilesAction@2fcf6385,2,,2,games.azul.actions.TakeTilesAction@2fcf6385,0.0,RuleBased,0.0,0.0,0.0,MCTS-Simple,RuleBased,0,0,MCTS-Simple
234785527,Azul,2,ACTION_CHOSEN,13,12,2,113,111,,,games.azul.actions.TakeTilesAction@2fcf6e6b,Player 0 takes RED tiles from factory 2 to pattern line 0,games.azul.actions.TakeTilesAction@2fcf6e6b,52,,52,games.azul.actions.TakeTilesAction@2fcf6e6b,4.0,RuleBased,0.0,2.0,4.0,MCTS-Simple,RuleBased,0,4,MCTS-Simple
234785527,Azul,2,ACTION_CHOSEN,14,13,2,113,110,games.azul.actions.TakeTilesAction@592e20dc,games.azul.actions.TakeTilesAction@592e20dc,,Player 1 takes WHITE tiles from center to pattern line 1,,,38,38,games.azul.actions.TakeTilesAction@592e20dc,4.0,RuleBased,0.0,2.0,4.0,MCTS-Simple,RuleBased,0,4,MCTS-Simple
234785527,Azul,2,ACTION_CHOSEN,15,14,2,113,108,,,games.azul.actions.TakeTilesAction@6612a75e,Player 0 takes BLACK tiles from factory 1 to pattern line 1,games.azul.actions.TakeTilesAction@6612a75e,34,,34,games.azul.actions.TakeTilesAction@6612a75e,4.0,RuleBased,0.0,2.0,4.0,MCTS-Simple,RuleBased,0,4,MCTS-Simple
234785527,Azul,2,ACTION_CHOSEN,16,15,2,113,106,games.azul.actions.TakeTilesAction@592e2fc1,games.azul.actions.TakeTilesAction@592e2fc1,,Player 1 takes WHITE tiles from factory 3 to pattern line 0,,,25,25,games.azul.actions.TakeTilesAction@592e2fc1,4.0,RuleBased,0.0,2.0,4.0,MCTS-Simple,RuleBased,0,4,MCTS-Simple
234785527,Azul,2,ACTION_CHOSEN,17,16,2,113,105,,,games.azul.actions.TakeTilesAction@327bfb64,Player 0 takes BLUE tiles from center to pattern line 4,games.azul.actions.TakeTilesAction@327bfb64,19,,19,games.azul.actions.TakeTilesAction@327bfb64,4.0,RuleBased,0.0,2.0,4.0,MCTS-Simple,RuleBased,0,4,MCTS-Simple
